college_name,state,stream,ug_fee,pg_fee,rating,academic,accommodation,faculty,infrastructure,placement,social_life,institute_canonical,match_type,needs_manual_review
"University VOC College of Engineering, Anna University",Tamil Nadu,Pharmacy,--,--,4,4,2,7,4,3,4,University VOC College of Engineering,EXACT,False
"Jaya Group of Institutions, Chennai",Tamil Nadu,Pharmacy,--,--,--,--,--,--,--,--,--,"Jaya Group of Institutions, Chennai",EXACT,False
"Excel Group of Institutions, Namakkal",Tamil Nadu,Pharmacy,--,--,6.5,6.5,6.3,6.5,7.3,5.3,7.3,"Excel Group of Institutions, Namakkal",EXACT,False
"Aadhi Bhagawan College of Pharmacy, Tiruvannamalai",Tamil Nadu,Pharmacy,--,--,8.4,--,--,--,--,--,--,Aadhi Bhagawan College of Pharmacy,EXACT,False
Institute of Chemical Technology,Maharashtra,Pharmacy,"70,750","64,500",8.7,9.1,8.1,8.9,8.7,8.4,9.1,Institute of Chemical Technology,EXACT,False
"Poona College of Pharmacy, Pune",Maharashtra,Pharmacy,"1,25,000","50,000",8.1,9,7.5,8.1,8.5,7.5,8.2,"Poona College of Pharmacy, Pune",EXACT,False
Bombay College of Pharmacy,Maharashtra,Pharmacy,"2,16,568","41,633",8.7,9,8.4,8.9,9.2,8.2,8.5,Bombay College of Pharmacy,EXACT,False
Rashtrasant Tukadoji Maharaj Nagpur University,Maharashtra,Pharmacy,"17,696","16,335",7.5,8,7.2,7.7,7.9,6.9,7.4,Rashtrasant Tukadoji Maharaj Nagpur University,EXACT,False
"Dr. Bhanuben Nanavati College of Pharmacy, Mumbai",Maharashtra,Pharmacy,"1,98,000","1,50,000",8.3,8.4,7.8,8.3,9.4,7.1,8.7,Dr. Bhanuben Nanavati College of Pharmacy,EXACT,False
"Y. B. Chavan College of Pharmacy, Aurangabad",Maharashtra,Pharmacy,"1,30,000","1,60,000",7.9,8.8,7.2,8.3,8,7,7.8,Y. B. Chavan College of Pharmacy,EXACT,False
RC Patel Institute of Pharmacutical Education and,Maharashtra,Pharmacy,"1,00,000","1,52,500",8.5,8.5,8.3,9.2,8.9,7.5,8.3,RC Patel Institute of Pharmacutical Education and,EXACT,False
Dr. D.Y. Patil Institute of Pharmaceutical Sciences,Maharashtra,Pharmacy,"1,30,000","1,30,000",8.4,9,7.2,8.7,9.2,8.1,8.4,Dr. D.Y. Patil Institute of Pharmaceutical Sciences,EXACT,False
Bharati Vidyapeeth’s College of Pharmacy,Maharashtra,Pharmacy,"1,55,000","2,00,000",7.7,9,7.7,8.5,7.8,6,7,Bharati Vidyapeeth’s College of Pharmacy,EXACT,False
Bharati Vidyapeeth College of Pharmacy,Maharashtra,Pharmacy,"1,48,292","1,63,292",8.3,8,7.7,9,9.3,7.8,7.7,Bharati Vidyapeeth College of Pharmacy,EXACT,False
"Smt Kishoritai Bhoyar College of Pharmacy, Nagpur",Maharashtra,Pharmacy,"1,24,000","1,55,000",8.3,--,--,9,--,8,8,Smt Kishoritai Bhoyar College of Pharmacy,EXACT,False
Principal K.M. Kundnani College of Pharmacy,Maharashtra,Pharmacy,"18,210","36,000",7.6,8.5,6,9,6.8,8,7.4,Principal K.M. Kundnani College of Pharmacy,EXACT,False
Maeer's Maharashtra Institute of Pharmacy,Maharashtra,Pharmacy,"2,61,758","1,95,000",8.8,8,8,8.5,9.5,9,9.5,Maeer's Maharashtra Institute of Pharmacy,EXACT,False
VES College of Pharmacy,Maharashtra,Pharmacy,"1,81,208","1,82,731",9.1,9.4,8.6,9.4,9,8.8,9.5,VES College of Pharmacy,EXACT,False
"Dr DY Patil College of Pharmacy Akurdi,",Maharashtra,Pharmacy,"1,43,053","1,33,983",7.1,7,5,6.5,9,7,8,"Dr DY Patil College of Pharmacy Akurdi,",EXACT,False
"MVP Samaj's College of Pharmacy, Nashik",Maharashtra,Pharmacy,"90,000","80,500",7.7,8.7,6.7,9,7,7.7,7.3,"MVP Samaj's College of Pharmacy, Nashik",EXACT,False
"Modern College of Pharmacy Nigdi, Pune",Maharashtra,Pharmacy,"1,15,000","1,15,000",7.7,8.4,7.2,8.3,8.2,6.8,7.5,"Modern College of Pharmacy Nigdi, Pune",EXACT,False
"Ramnarain Ruia Autonomous College, Mumbai",Maharashtra,Pharmacy,--,--,7.9,8.4,7,8,8.4,6.6,8.9,Ramnarain Ruia Autonomous College,EXACT,False
Savitribai Phule Pune University,Maharashtra,Pharmacy,"43,500",--,7.6,8.1,7.1,7.9,7.9,6.8,7.5,Savitribai Phule Pune University,EXACT,False
"DY Patil University, Navi Mumbai",Maharashtra,Pharmacy,"3,00,000","2,50,000",7.5,7.3,7.1,7.7,7.5,7.4,7.8,"DY Patil University, Navi Mumbai",EXACT,False
Narsee Monjee Institute of Management Studies,Maharashtra,Pharmacy,"1,21,500","3,52,000",8.1,8.4,7.6,8.5,8.1,7.9,8.2,Narsee Monjee Institute of Management Studies,EXACT,False
Seth GS Medical College,Maharashtra,Pharmacy,"12,550",--,8,8.8,6.7,7.6,8,8.2,8.4,Seth GS Medical College,EXACT,False
Mumbai University,Maharashtra,Pharmacy,--,--,7.2,7.6,6.5,7.9,7.4,6.6,7,Mumbai University,EXACT,False
Mahatma Gandhi Institute of Medical Sciences,Maharashtra,Pharmacy,"92,900",--,8.1,8.7,7.9,7.9,7.7,8.6,7.5,Mahatma Gandhi Institute of Medical Sciences,EXACT,False
"Pravara Rural College of Pharmacy (Diploma), Ahmed",Maharashtra,Pharmacy,"1,20,000","1,18,000",8.5,8.7,8.3,8.7,8.3,8,8.7,Pravara Rural College of Pharmacy (Diploma),EXACT,False
Rajgad Dnyanpeeth's College of Pharmacy,Maharashtra,Pharmacy,"74,000","67,000",7.8,8,9.5,6.7,8,6.7,7.7,Rajgad Dnyanpeeth's College of Pharmacy,EXACT,False
Dr. Vithalrao Vikhe Patil Foundation's Medical College,Maharashtra,Pharmacy,--,--,8.3,8.5,7.4,8.6,9.4,8.3,7.4,Dr. Vithalrao Vikhe Patil Foundation's Medical College,EXACT,False
Bharati Vidyapeeth Deemed University,Maharashtra,Pharmacy,"1,25,000","1,42,000",7.8,8.1,6.8,7.9,8.1,7.7,8.2,Bharati Vidyapeeth Deemed University,EXACT,False
"P Wadhwani College of Pharmacy, Yavatmal",Maharashtra,Pharmacy,"95,000","1,20,000",8.4,--,--,--,--,--,--,"P Wadhwani College of Pharmacy, Yavatmal",EXACT,False
"Amity University, Noida",Uttar Pradesh,Pharmacy,"1,20,000","1,20,000",8.2,8,7.9,8.1,8.9,7.6,8.7,"Amity University, Noida",EXACT,False
"Integral University, Lucknow",Uttar Pradesh,Pharmacy,"1,40,000","1,30,000",7.4,7.6,7.3,7.4,8,6.5,7.4,"Integral University, Lucknow",EXACT,False
Sam Higginbottom University of Agriculture Technology and,Uttar Pradesh,Pharmacy,"80,000","1,42,000",7.2,7.6,6.6,7.5,7.5,6,7.9,Sam Higginbottom University of Agriculture Technology and,EXACT,False
Banaras Hindu University,Uttar Pradesh,Pharmacy,"8,368","13,410",8.3,8.7,8.1,8.4,8.8,7.2,8.6,Banaras Hindu University,EXACT,False
Indian Institute of Technology,Uttar Pradesh,Pharmacy,"36,815","37,315",8.5,8.5,8.2,8.1,7.6,9.1,9.2,IIT,EXACT,False
Aligarh Muslim University,Uttar Pradesh,Pharmacy,--,--,8.3,8.8,7.9,8.5,8.8,7.2,8.6,Aligarh Muslim University,EXACT,False
"Amity University, Lucknow",Uttar Pradesh,Pharmacy,"1,50,000","1,82,000",8.1,8,7.6,8.1,8.8,7.1,8.8,"Amity University, Lucknow",EXACT,False
"INMANTEC Institutions, Ghaziabad",Uttar Pradesh,Pharmacy,"90,000",--,8.6,9.1,7.9,9.2,8.6,8.2,8.7,"INMANTEC Institutions, Ghaziabad",EXACT,False
Teerthanker Mahaveer University,Uttar Pradesh,Pharmacy,"1,73,700","2,11,500",8.1,8.3,7.6,8.2,8.7,7.3,8.3,Teerthanker Mahaveer University,EXACT,False
Nirmala Group of Institutions,Uttar Pradesh,Pharmacy,"1,05,000",--,--,--,--,--,--,--,--,Nirmala Group of Institutions,EXACT,False
Sunder Deep Pharmacy College,Uttar Pradesh,Pharmacy,"1,15,000","1,05,950",9.2,9.1,8.8,9.9,9.2,8.7,9.3,Sunder Deep Pharmacy College,EXACT,False
"SR College of Pharmacy, Jhansi",Uttar Pradesh,Pharmacy,"66,000","54,000",--,--,--,--,--,--,--,"SR College of Pharmacy, Jhansi",EXACT,False
Institute of Technology and Science,Uttar Pradesh,Pharmacy,--,--,8.2,8.6,7.5,8.3,8.6,7.9,8.1,Institute of Technology and Science,EXACT,False
